column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
IL17A.9170.24.3,numeric,Interleukin-17A (IL17A),9170-24,SL001713,Interleukin-17A,IL-17,Q16552,3605,IL17A,Human,Protein,PASS,128,0,0
CSRP3.9171.11.3,numeric,Cysteine and glycine-rich protein 3 (CSRP3),9171-11,SL016969,Cysteine and glycine-rich protein 3,CSRP3,P50461,8048,CSRP3,Human,Protein,PASS,149,0,0
MMP8.9172.69.3,numeric,Neutrophil collagenase (MMP8),9172-69,SL000526,Neutrophil collagenase,MMP-8,P22894,4317,MMP8,Human,Protein,PASS,144,0,0
PGM1.9173.21.3,numeric,Phosphoglucomutase-1 (PGM1),9173-21,SL008094,Phosphoglucomutase-1,PGM1,P36871,5236,PGM1,Human,Protein,PASS,115,0,0
DSCAM.9175.48.3,numeric,Down syndrome cell adhesion molecule (DSCAM),9175-48,SL018891,Down syndrome cell adhesion molecule,DSCAM,O60469,1826,DSCAM,Human,Protein,PASS,152,0,0
MUC1.9176.3.3,numeric,Mucin-1 (MUC1),9176-3,SL000001,Mucin-1,MUC1,P15941,4582,MUC1,Human,Protein,PASS,149,0,0
FAM3B.9177.6.3,numeric,Protein FAM3B (FAM3B),9177-6,SL007306,Protein FAM3B,FAM3B,P58499,54097,FAM3B,Human,Protein,PASS,151,0,0
NRG1.9178.30.3,numeric,Neuregulin-1 (NRG1),9178-30,SL004297,Neuregulin-1,NEUREGULIN-1,Q02297,3084,NRG1,Human,Protein,PASS,96,0,0
IFNGR2.9180.6.3,numeric,Interferon gamma receptor 2 (IFNGR2),9180-6,SL007217,Interferon gamma receptor 2,INGR2,P38484,3460,IFNGR2,Human,Protein,PASS,134,0,0
LRP1.9182.3.3,numeric,"Low-density lipoprotein receptor-related protein 1, soluble (LRP1)",9182-3,SL004733,"Low-density lipoprotein receptor-related protein 1, soluble",sLRP1,Q07954,4035,LRP1,Human,Protein,PASS,149,0,0
IFNAR1.9183.7.3,numeric,Interferon alpha/beta receptor 1 (IFNAR1),9183-7,SL004475,Interferon alpha/beta receptor 1,IFN-a/b R1,P17181,3454,IFNAR1,Human,Protein,PASS,145,0,0
TFF1.9185.15.3,numeric,Trefoil factor 1 (TFF1),9185-15,SL008591,Trefoil factor 1,TFF1,P04155,7031,TFF1,Human,Protein,PASS,112,0,0
HMGN1.9187.2.3,numeric,Non-histone chromosomal protein HMG-14 (HMGN1),9187-2,SL013165,Non-histone chromosomal protein HMG-14,HMGN1,P05114,3150,HMGN1,Human,Protein,PASS,107,0,0
CXCL9.9188.119.3,numeric,C-X-C motif chemokine 9 (CXCL9),9188-119,SL003188,C-X-C motif chemokine 9,MIG,Q07325,4283,CXCL9,Human,Protein,PASS,123,0,0
CD63.9190.7.3,numeric,CD63 antigen (CD63),9190-7,SL008837,CD63 antigen,CD63,P08962,967,CD63,Human,Protein,PASS,127,0,0
TFF2.9191.8.3,numeric,Trefoil factor 2 (TFF2),9191-8,SL002602,Trefoil factor 2,Trefoil factor 2,Q03403,7032,TFF2,Human,Protein,PASS,148,0,0
LGALS7.9196.8.3,numeric,Galectin-7 (LGALS7),9196-8,SL005166,Galectin-7,Galectin-7,P47929,3963,LGALS7,Human,Protein,PASS,136,0,0
LGALS9.9197.4.3,numeric,Galectin-9 (LGALS9),9197-4,SL008486,Galectin-9,LEG9,O00182,3965,LGALS9,Human,Protein,PASS,133,0,0
UBE2G2.9199.6.3,numeric,Ubiquitin-conjugating enzyme E2 G2 (UBE2G2),9199-6,SL018946,Ubiquitin-conjugating enzyme E2 G2,UB2G2,P60604,7327,UBE2G2,Human,Protein,PASS,145,0,0
TAGLN2.9201.13.3,numeric,Transgelin-2 (TAGLN2),9201-13,SL004811,Transgelin-2,Transgelin-2,P37802,8407,TAGLN2,Human,Protein,PASS,148,0,0
ATP5O.9202.309.3,numeric,"ATP synthase subunit O, mitochondrial (ATP5O)",9202-309,SL008113,"ATP synthase subunit O, mitochondrial",ATPO,P48047,539,ATP5O,Human,Protein,PASS,139,0,0
POMC.9204.33.3,numeric,Pro-opiomelanocortin (POMC),9204-33,SL009210,Pro-opiomelanocortin,Corticotropin-lipotropin,P01189,5443,POMC,Human,Protein,PASS,152,0,0
CRYZL1.9207.60.3,numeric,Quinone oxidoreductase-like protein 1 (CRYZL1),9207-60,SL018887,Quinone oxidoreductase-like protein 1,QORL1,O95825,9946,CRYZL1,Human,Protein,PASS,147,0,0
SERPINF1.9211.19.3,numeric,Pigment epithelium-derived factor (SERPINF1),9211-19,SL003066,Pigment epithelium-derived factor,PEDF,P36955,5176,SERPINF1,Human,Protein,PASS,152,0,0
CTSF.9212.22.3,numeric,Cathepsin F (CTSF),9212-22,SL008381,Cathepsin F,CATF,Q9UBX1,8722,CTSF,Human,Protein,PASS,152,0,0
FTCD.9213.24.3,numeric,Formimidoyltransferase-cyclodeaminase (FTCD),9213-24,SL018900,Formimidoyltransferase-cyclodeaminase,FTCD,O95954,10841,FTCD,Human,Protein,PASS,120,0,0
USP25.9215.117.3,numeric,,,,,,,,,,,,145,0,0
PLXNB2.9216.100.3,numeric,Plexin-B2 (PLXNB2),9216-100,SL009948,Plexin-B2,PLXB2,O15031,23654,PLXNB2,Human,Protein,PASS,152,0,0
NENF.9219.70.3,numeric,Neudesin (NENF),9219-70,SL008376,Neudesin,NENF,Q9UMX5,29937,NENF,Human,Protein,PASS,108,0,0
EPHB3.9220.7.3,numeric,Ephrin type-B receptor 3 (EPHB3),9220-7,SL008895,Ephrin type-B receptor 3,EPHB3,P54753,2049,EPHB3,Human,Protein,PASS,124,0,0
ITPRIPL1.9221.6.3,numeric,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1 (ITPRIPL1)",9221-6,SL017093,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",IPIL1,Q6GPH6,150771,ITPRIPL1,Human,Protein,PASS,144,0,0
MANF.9223.11.3,numeric,Mesencephalic astrocyte-derived neurotrophic factor (MANF),9223-11,SL011204,Mesencephalic astrocyte-derived neurotrophic factor,ARMET,P55145,7873,MANF,Human,Protein,PASS,151,0,0
TMUB2.9226.6.3,numeric,Transmembrane and ubiquitin-like domain-containing protein 2 (TMUB2),9226-6,SL017112,Transmembrane and ubiquitin-like domain-containing protein 2,TMUB2,Q71RG4,79089,TMUB2,Human,Protein,PASS,107,0,0
CTRL.9229.9.3,numeric,,,,,,,,,,,,141,0,0
IMPAD1.9231.23.3,numeric,Inositol monophosphatase 3 (IMPAD1),9231-23,SL017105,Inositol monophosphatase 3,IMPA3,Q9NX62,54928,IMPAD1,Human,Protein,PASS,152,0,0
TFPI2.9233.71.3,numeric,,,,,,,,,,,,139,0,0
TWSG1.9234.8.3,numeric,Twisted gastrulation protein homolog 1 (TWSG1),9234-8,SL009021,Twisted gastrulation protein homolog 1,TWSG1,Q9GZX9,57045,TWSG1,Human,Protein,PASS,152,0,0
PLXDC1.9235.3.3,numeric,Plexin domain-containing protein 1 (PLXDC1),9235-3,SL007521,Plexin domain-containing protein 1,PXDC1,Q8IUK5,57125,PLXDC1,Human,Protein,PASS,152,0,0
ACP2.9237.54.3,numeric,Lysosomal acid phosphatase (ACP2),9237-54,SL005390,Lysosomal acid phosphatase,Lysosomal acid phosphatase,P11117,53,ACP2,Human,Protein,PASS,149,0,0
SIRPG.9241.40.3,numeric,,,,,,,,,,,,136,0,0
LYG1.9243.10.3,numeric,Lysozyme g-like protein 1 (LYG1),9243-10,SL012687,Lysozyme g-like protein 1,LYG1,Q8N1E2,129530,LYG1,Human,Protein,PASS,118,0,0
PPT1.9244.27.3,numeric,Palmitoyl-protein thioesterase 1 (PPT1),9244-27,SL012440,Palmitoyl-protein thioesterase 1,PPT1,P50897,5538,PPT1,Human,Protein,PASS,152,0,0
X.9246.1.3,numeric,Fc_MOUSE (),9246-1,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,108,0,0
MYDGF.9248.36.3,numeric,Myeloid-derived growth factor (MYDGF),9248-36,SL008272,Myeloid-derived growth factor,CS010,Q969H8,56005,MYDGF,Human,Protein,PASS,114,0,0
TMEM9.9249.17.3,numeric,Transmembrane protein 9 (TMEM9),9249-17,SL015300,Transmembrane protein 9,TMEM9,Q9P0T7,252839,TMEM9,Human,Protein,PASS,150,0,0
MAN2B2.9251.28.3,numeric,,,,,,,,,,,,152,0,0
ABO.9253.52.3,numeric,Histo-blood group ABO system transferase (ABO),9253-52,SL017264,Histo-blood group ABO system transferase,BGAT,P16442,28,ABO,Human,Protein,PASS,144,0,0
FCER1A.9254.18.3,numeric,,,,,,,,,,,,144,0,0
IL17C.9255.5.3,numeric,Interleukin-17C (IL17C),9255-5,SL005175,Interleukin-17C,IL-17C,Q9P0M4,27189,IL17C,Human,Protein,PASS,121,0,0
NPTX1.9256.78.3,numeric,Neuronal pentraxin-1 (NPTX1),9256-78,SL012506,Neuronal pentraxin-1,NPTX1,Q15818,4884,NPTX1,Human,Protein,PASS,152,0,0
TACO1.9257.14.3,numeric,Translational activator of cytochrome c oxidase 1 (TACO1),9257-14,SL017256,Translational activator of cytochrome c oxidase 1,TACO1,Q9BSH4,51204,TACO1,Human,Protein,PASS,121,0,0
X.9258.14.3,numeric,Fc_MOUSE (),9258-14,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,105,0,0
SIAE.9263.57.3,numeric,Sialate O-acetylesterase (SIAE),9263-57,SL008488,Sialate O-acetylesterase,SIAE,Q9HAT2,54414,SIAE,Human,Protein,PASS,150,0,0
CTSO.9264.11.3,numeric,Cathepsin O (CTSO),9264-11,SL017119,Cathepsin O,CATO,P43234,1513,CTSO,Human,Protein,PASS,152,0,0
GLIPR1.9265.10.3,numeric,Glioma pathogenesis-related protein 1 (GLIPR1),9265-10,SL017117,Glioma pathogenesis-related protein 1,GLIP1,P48060,11010,GLIPR1,Human,Protein,PASS,104,0,0
TREM1.9266.1.3,numeric,Triggering receptor expressed on myeloid cells 1 (TREM1),9266-1,SL004968,Triggering receptor expressed on myeloid cells 1,sTREM-1,Q9NP99,54210,TREM1,Human,Protein,PASS,145,0,0
CPA4.9267.2.3,numeric,Carboxypeptidase A4 (CPA4),9267-2,SL012862,Carboxypeptidase A4,CBPA4,Q9UI42,51200,CPA4,Human,Protein,PASS,152,0,0
STIM1.9271.101.3,numeric,Stromal interaction molecule 1 (STIM1),9271-101,SL011218,Stromal interaction molecule 1,STIM1,Q13586,6786,STIM1,Human,Protein,PASS,140,0,0
SIGLEC5.9275.2.3,numeric,Sialic acid-binding Ig-like lectin 5 (SIGLEC5),9275-2,SL005216,Sialic acid-binding Ig-like lectin 5,Siglec-5,O15389,8778,SIGLEC5,Human,Protein,PASS,152,0,0
CPA2.9276.7.3,numeric,Carboxypeptidase A2 (CPA2),9276-7,SL009343,Carboxypeptidase A2,CBPA2,P48052,1358,CPA2,Human,Protein,PASS,114,0,0
CXCL12.9278.9.3,numeric,Stromal cell-derived factor 1 (CXCL12),9278-9,SL004712,Stromal cell-derived factor 1,SDF-1,P48061,6387,CXCL12,Human,Protein,PASS,152,0,0
X.9281.50.3,numeric,Fc_MOUSE (),9281-50,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,125,0,0
CRISP2.9282.12.3,numeric,Cysteine-rich secretory protein 2 (CRISP2),9282-12,SL009427,Cysteine-rich secretory protein 2,CRIS2,P16562,7180,CRISP2,Human,Protein,PASS,152,0,0
CD44.9283.8.3,numeric,,,,,,,,,,,,130,0,0
SPR.9287.6.3,numeric,,,,,,,,,,,,129,0,0
FKBP7.9288.7.3,numeric,Peptidyl-prolyl cis-trans isomerase FKBP7 (FKBP7),9288-7,SL017255,Peptidyl-prolyl cis-trans isomerase FKBP7,FKBP7,Q9Y680,51661,FKBP7,Human,Protein,PASS,150,0,0
RMDN3.9290.8.3,numeric,Regulator of microtubule dynamics protein 3 (RMDN3),9290-8,SL017122,Regulator of microtubule dynamics protein 3,RMD3,Q96TC7,55177,RMDN3,Human,Protein,PASS,129,0,0
MFAP2.9294.45.3,numeric,Microfibrillar-associated protein 2 (MFAP2),9294-45,SL012443,Microfibrillar-associated protein 2,MFAP2,P55001,4237,MFAP2,Human,Protein,PASS,152,0,0
PTPRD.9296.15.3,numeric,Receptor-type tyrosine-protein phosphatase delta (PTPRD),9296-15,SL008499,Receptor-type tyrosine-protein phosphatase delta,PTPRD,P23468,5789,PTPRD,Human,Protein,PASS,152,0,0
B3GNT8.9297.12.3,numeric,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 (B3GNT8)",9297-12,SL012644,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",B3GN8,Q7Z7M8,374907,B3GNT8,Human,Protein,PASS,147,0,0
GADD45GIP1.9302.90.3,numeric,Growth arrest and DNA damage-inducible proteins-interacting protein 1 (GADD45GIP1),9302-90,SL012725,Growth arrest and DNA damage-inducible proteins-interacting protein 1,G45IP,Q8TAE8,90480,GADD45GIP1,Human,Protein,PASS,118,0,0
DEFB118.9306.7.3,numeric,Beta-defensin 118 (DEFB118),9306-7,SL007604,Beta-defensin 118,DB118,Q96PH6,117285,DEFB118,Human,Protein,PASS,124,0,0
CD8B.9310.2.3,numeric,,,,,,,,,,,,148,0,0
AZGP1.9312.8.3,numeric,Zinc-alpha-2-glycoprotein (AZGP1),9312-8,SL005396,Zinc-alpha-2-glycoprotein,AZGP1,P25311,563,AZGP1,Human,Protein,PASS,152,0,0
CBLN1.9313.27.3,numeric,Cerebellin-1 (CBLN1),9313-27,SL017250,Cerebellin-1,CBLN1,P23435,869,CBLN1,Human,Protein,PASS,152,0,0
PSG5.9314.9.3,numeric,,,,,,,,,,,,152,0,0
MUL1.9315.16.3,numeric,Mitochondrial ubiquitin ligase activator of NFKB 1 (MUL1),9315-16,SL017262,Mitochondrial ubiquitin ligase activator of NFKB 1,MUL1,Q969V5,79594,MUL1,Human,Protein,PASS,113,0,0
WFDC1.9316.67.3,numeric,WAP four-disulfide core domain protein 1 (WFDC1),9316-67,SL012843,WAP four-disulfide core domain protein 1,WFDC1,Q9HC57,58189,WFDC1,Human,Protein,PASS,152,0,0
LRRC25.9317.4.3,numeric,Leucine-rich repeat-containing protein 25 (LRRC25),9317-4,SL008919,Leucine-rich repeat-containing protein 25,LRC25,Q8N386,126364,LRRC25,Human,Protein,PASS,140,0,0
TMED4.9319.59.3,numeric,Transmembrane emp24 domain-containing protein 4 (TMED4),9319-59,SL007510,Transmembrane emp24 domain-containing protein 4,TMED4,Q7Z7H5,222068,TMED4,Human,Protein,PASS,110,0,0
NMB.9321.400.3,numeric,Neuromedin-B (NMB),9321-400,SL007093,Neuromedin-B,NMB,P08949,4828,NMB,Human,Protein,PASS,144,0,0
RCN1.9322.15.3,numeric,,,,,,,,,,,,151,0,0
ITIH2.9326.33.3,numeric,Inter-alpha-trypsin inhibitor heavy chain H2 (ITIH2),9326-33,SL004711,Inter-alpha-trypsin inhibitor heavy chain H2,ITI heavy chain H2,P19823,3698,ITIH2,Human,Protein,PASS,152,0,0
LYPD1.9327.3.3,numeric,,,,,,,,,,,,136,0,0
TREML1.9329.28.3,numeric,Trem-like transcript 1 protein (TREML1),9329-28,SL011259,Trem-like transcript 1 protein,TRML1,Q86YW5,340205,TREML1,Human,Protein,PASS,111,0,0
DEFB136.9332.6.3,numeric,Beta-defensin 136 (DEFB136),9332-6,SL012523,Beta-defensin 136,DB136,Q30KP8,613210,DEFB136,Human,Protein,PASS,115,0,0
ERP27.9333.59.3,numeric,Endoplasmic reticulum resident protein 27 (ERP27),9333-59,SL017394,Endoplasmic reticulum resident protein 27,ERP27,Q96DN0,121506,ERP27,Human,Protein,PASS,120,0,0
PSG9.9335.28.3,numeric,Pregnancy-specific beta-1-glycoprotein 9 (PSG9),9335-28,SL017397,Pregnancy-specific beta-1-glycoprotein 9,PSG9,Q00887,5678,PSG9,Human,Protein,PASS,102,0,0
TAC1.9337.43.3,numeric,Protachykinin-1 (TAC1),9337-43,SL012423,Protachykinin-1,TKN1,P20366,6863,TAC1,Human,Protein,PASS,137,0,0
X.9338.2.3,numeric,Fc_MOUSE (),9338-2,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,152,0,0
FKBP2.9339.204.3,numeric,,,,,,,,,,,,146,0,0
FKBP14.9340.17.3,numeric,Peptidyl-prolyl cis-trans isomerase FKBP14 (FKBP14),9340-17,SL017408,Peptidyl-prolyl cis-trans isomerase FKBP14,FKB14,Q9NWM8,55033,FKBP14,Human,Protein,PASS,152,0,0
PDGFD.9341.1.3,numeric,Platelet-derived growth factor D (PDGFD),9341-1,SL014328,Platelet-derived growth factor D,PDGFD,Q9GZP0,80310,PDGFD,Human,Protein,PASS,152,0,0
IL2RB.9343.16.3,numeric,Interleukin-2 receptor subunit beta (IL2RB),9343-16,SL003306,Interleukin-2 receptor subunit beta,IL-2 sRb,P14784,3560,IL2RB,Human,Protein,PASS,125,0,0
WFDC13.9345.436.3,numeric,WAP four-disulfide core domain protein 13 (WFDC13),9345-436,SL012663,WAP four-disulfide core domain protein 13,WFD13,Q8IUB5,164237,WFDC13,Human,Protein,PASS,101,0,0
X.9347.13.3,numeric,Fc_MOUSE (),9347-13,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,113,0,0
C1RL.9348.1.3,numeric,Complement C1r subcomponent-like protein (C1RL),9348-1,SL010648,Complement C1r subcomponent-like protein,C1RL1,Q9NZP8,51279,C1RL,Human,Protein,PASS,152,0,0
FSTL4.9350.3.3,numeric,Follistatin-related protein 4 (FSTL4),9350-3,SL012577,Follistatin-related protein 4,FSTL4,Q6MZW2,23105,FSTL4,Human,Protein,PASS,152,0,0
X.9353.8.3,numeric,Fc_MOUSE (),9353-8,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,123,0,0
X.9355.26.3,numeric,Fc_MOUSE (),9355-26,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,111,0,0
CREG1.9357.4.3,numeric,Protein CREG1 (CREG1),9357-4,SL008587,Protein CREG1,CREG1,O75629,8804,CREG1,Human,Protein,PASS,151,0,0
X.9358.3.3,numeric,,,,,,,,,,,,138,0,0
DLK2.9359.9.3,numeric,Protein delta homolog 2 (DLK2),9359-9,SL008677,Protein delta homolog 2,EGFL9,Q6UY11,65989,DLK2,Human,Protein,PASS,151,0,0
EDIL3.9360.33.3,numeric,EGF-like repeat and discoidin I-like domain-containing protein 3 (EDIL3),9360-33,SL012367,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,O43854,10085,EDIL3,Human,Protein,PASS,152,0,0
PCDHAC2.9361.7.3,numeric,Protocadherin alpha-C2 (PCDHAC2),9361-7,SL017393,Protocadherin alpha-C2,PCDC2,Q9Y5I4,56134,PCDHAC2,Human,Protein,PASS,147,0,0
X.9362.11.3,numeric,Fc_MOUSE (),9362-11,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,111,0,0
CT55.9363.11.3,numeric,Cancer/testis antigen 55 (CT55),9363-11,SL017420,Cancer/testis antigen 55,CX048,Q8WUE5,54967,CT55,Human,Protein,PASS,117,0,0
EYS.9365.91.3,numeric,Protein eyes shut homolog (EYS),9365-91,SL017443,Protein eyes shut homolog,EYS,Q5T1H1,346007,EYS,Human,Protein,PASS,132,0,0
IL21R.9366.54.3,numeric,Interleukin-21 receptor (IL21R),9366-54,SL004847,Interleukin-21 receptor,IL-21 sR,Q9HBE5,50615,IL21R,Human,Protein,PASS,144,0,0
LRTM1.9368.64.3,numeric,Leucine-rich repeat and transmembrane domain-containing protein 1 (LRTM1),9368-64,SL017470,Leucine-rich repeat and transmembrane domain-containing protein 1,LRTM1,Q9HBL6,57408,LRTM1,Human,Protein,PASS,150,0,0
LRRC4C.9369.174.3,numeric,Leucine-rich repeat-containing protein 4C (LRRC4C),9369-174,SL014109,Leucine-rich repeat-containing protein 4C,NGL1,Q9HCJ2,57689,LRRC4C,Human,Protein,PASS,151,0,0
GGH.9370.69.3,numeric,Gamma-glutamyl hydrolase (GGH),9370-69,SL006682,Gamma-glutamyl hydrolase,GGH,Q92820,8836,GGH,Human,Protein,PASS,152,0,0
MPZL2.9372.157.3,numeric,,,,,,,,,,,,144,0,0
X.9373.405.3,numeric,Fc_MOUSE (),9373-405,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,109,0,0
NNAT.9374.24.3,numeric,Neuronatin (NNAT),9374-24,SL017486,Neuronatin,NNAT,Q16517,4826,NNAT,Human,Protein,PASS,136,0,0
KITLG.9377.25.3,numeric,Kit ligand (KITLG),9377-25,SL002787,Kit ligand,SCF,P21583,4254,KITLG,Human,Protein,PASS,151,0,0
FIBCD1.9378.6.3,numeric,,,,,,,,,,,,139,0,0
SMIM10.9379.248.3,numeric,,,,,,,,,,,,150,0,0
PLA2G12B.9380.2.3,numeric,Group XIIB secretory phospholipase A2-like protein (PLA2G12B),9380-2,SL003846,Group XIIB secretory phospholipase A2-like protein,sPLA(2)-XIII,Q9BX93,84647,PLA2G12B,Human,Protein,PASS,143,0,0
CHI3L2.9383.24.3,numeric,Chitinase-3-like protein 2 (CHI3L2),9383-24,SL012505,Chitinase-3-like protein 2,CH3L2,Q15782,1117,CHI3L2,Human,Protein,PASS,147,0,0
CAMP.9384.17.3,numeric,Cathelicidin antimicrobial peptide (CAMP),9384-17,SL009204,Cathelicidin antimicrobial peptide,Cathelicidin peptide,P49913,820,CAMP,Human,Protein,PASS,120,0,0
GAA.9385.4.3,numeric,Lysosomal alpha-glucosidase (GAA),9385-4,SL005431,Lysosomal alpha-glucosidase,GAA,P10253,2548,GAA,Human,Protein,PASS,152,0,0
TTC9B.9386.42.3,numeric,Tetratricopeptide repeat protein 9B (TTC9B),9386-42,SL010981,Tetratricopeptide repeat protein 9B,TTC9B,Q8N6N2,148014,TTC9B,Human,Protein,PASS,124,0,0
X.9387.13.3,numeric,Fc_MOUSE (),9387-13,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,121,0,0
MCEE.9388.18.3,numeric,"Methylmalonyl-CoA epimerase, mitochondrial (MCEE)",9388-18,SL017468,"Methylmalonyl-CoA epimerase, mitochondrial",MCEE,Q96PE7,84693,MCEE,Human,Protein,PASS,144,0,0
X.9389.12.3,numeric,Fc_MOUSE (),9389-12,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,114,0,0
PCSK1N.9391.60.3,numeric,ProSAAS (PCSK1N),9391-60,SL008370,ProSAAS,PCSK1,Q9UHG2,27344,PCSK1N,Human,Protein,PASS,152,0,0
MGAT4A.9392.43.3,numeric,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (MGAT4A)",9392-43,SL007802,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",MGT4A,Q9UM21,11320,MGAT4A,Human,Protein,PASS,130,0,0
CPQ.9394.19.3,numeric,Carboxypeptidase Q (CPQ),9394-19,SL005492,Carboxypeptidase Q,Aminopeptidase,Q9Y646,10404,CPQ,Human,Protein,PASS,151,0,0
GALP.9398.30.3,numeric,,,,,,,,,,,,120,0,0
TRABD2A.9401.57.3,numeric,Metalloprotease TIKI1 (TRABD2A),9401-57,SL017497,Metalloprotease TIKI1,CB089,Q86V40,129293,TRABD2A,Human,Protein,PASS,151,0,0
DCBLD1.9402.18.3,numeric,,,,,,,,,,,,133,0,0
TPSAB1.9409.11.3,numeric,Tryptase beta-1 (TPSAB1),9409-11,SL014971,Tryptase beta-1,TRYB1,Q15661,7177,TPSAB1,Human,Protein,PASS,152,0,0
ACVR2B.9412.52.3,numeric,Activin receptor type-2B (ACVR2B),9412-52,SL004130,Activin receptor type-2B,Activin RIIB,Q13705,93,ACVR2B,Human,Protein,PASS,121,0,0
CPM.9416.77.3,numeric,Carboxypeptidase M (CPM),9416-77,SL008646,Carboxypeptidase M,CBPM,P14384,1368,CPM,Human,Protein,PASS,152,0,0
X.9439.454.3,numeric,Fc_MOUSE (),9439-454,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,134,0,0
CTSK.9443.137.3,numeric,Cathepsin K (CTSK),9443-137,SL004059,Cathepsin K,cathepsin K,P43235,1513,CTSK,Human,Protein,PASS,140,0,0
DGCR6.9444.70.3,numeric,Protein DGCR6 (DGCR6),9444-70,SL019049,Protein DGCR6,DGCR6,Q14129,8214,DGCR6,Human,Protein,PASS,119,0,0
C19orf18.9445.44.3,numeric,Uncharacterized protein C19orf18 (C19orf18),9445-44,SL018400,Uncharacterized protein C19orf18,CS018,Q8NEA5,147685,C19orf18,Human,Protein,PASS,108,0,0
C4BPA.9449.150.3,numeric,C4b-binding protein alpha chain (C4BPA),9449-150,SL015989,C4b-binding protein alpha chain,C4b-binding protein alpha chain,P04003,722,C4BPA,Human,Protein,PASS,152,0,0
CDK2AP1.9450.18.3,numeric,Cyclin-dependent kinase 2-associated protein 1 (CDK2AP1),9450-18,SL019015,Cyclin-dependent kinase 2-associated protein 1,CDKA1,O14519,8099,CDK2AP1,Human,Protein,PASS,102,0,0
UMOD.9451.20.3,numeric,Uromodulin (UMOD),9451-20,SL005386,Uromodulin,Uromodulin,P07911,7369,UMOD,Human,Protein,PASS,152,0,0
VEGFB.9453.12.3,numeric,Vascular endothelial growth factor B (VEGFB),9453-12,SL005232,Vascular endothelial growth factor B,VEGF-B,P49765,7423,VEGFB,Human,Protein,PASS,137,0,0
CAV2.9457.3.3,numeric,Caveolin-2 (CAV2),9457-3,SL014826,Caveolin-2,CAV2,P51636,858,CAV2,Human,Protein,PASS,124,0,0
FAS.9459.7.3,numeric,Tumor necrosis factor receptor superfamily member 6 (FAS),9459-7,SL002731,Tumor necrosis factor receptor superfamily member 6,"Fas, soluble",P25445,355,FAS,Human,Protein,PASS,149,0,0
X.9463.26.3,numeric,Fc_MOUSE (),9463-26,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,111,0,0
X.9467.24.3,numeric,Fc_MOUSE (),9467-24,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,133,0,0
LMAN2.9468.8.3,numeric,Vesicular integral-membrane protein VIP36 (LMAN2),9468-8,SL005403,Vesicular integral-membrane protein VIP36,"Lectin, mannose-binding 2",Q12907,10960,LMAN2,Human,Protein,PASS,152,0,0
METTL24.9470.15.3,numeric,Methyltransferase-like protein 24 (METTL24),9470-15,SL019035,Methyltransferase-like protein 24,MET24,Q5JXM2,728464,METTL24,Human,Protein,PASS,146,0,0
ASGR2.9474.22.3,numeric,Asialoglycoprotein receptor 2 (ASGR2),9474-22,SL008489,Asialoglycoprotein receptor 2,ASGR2,P07307,433,ASGR2,Human,Protein,PASS,124,0,0
GPX5.9475.22.3,numeric,Epididymal secretory glutathione peroxidase (GPX5),9475-22,SL007043,Epididymal secretory glutathione peroxidase,GPX5,O75715,2880,GPX5,Human,Protein,PASS,79,0,0
PRPSAP1.9478.69.3,numeric,Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPSAP1),9478-69,SL009434,Phosphoribosyl pyrophosphate synthase-associated protein 1,KPRA,Q14558,5635,PRPSAP1,Human,Protein,PASS,118,0,0
