column,type,description,n_unique,n_missing,pct_missing
AC012358.3_CD14_Monocyte,numeric,Expression level of gene AC012358.3 in cell type: CD14_Monocyte,50,0,0
AC012360.3_CD14_Monocyte,numeric,Expression level of gene AC012360.3 in cell type: CD14_Monocyte,26,0,0
AC012368.1_CD14_Monocyte,numeric,Expression level of gene AC012368.1 in cell type: CD14_Monocyte,61,0,0
AC012467.2_CD14_Monocyte,numeric,Expression level of gene AC012467.2 in cell type: CD14_Monocyte,7,0,0
AC012485.1_CD14_Monocyte,numeric,Expression level of gene AC012485.1 in cell type: CD14_Monocyte,8,0,0
AC012488.2_CD14_Monocyte,numeric,Expression level of gene AC012488.2 in cell type: CD14_Monocyte,79,0,0
AC012510.1_CD14_Monocyte,numeric,Expression level of gene AC012510.1 in cell type: CD14_Monocyte,7,0,0
AC012513.3_CD14_Monocyte,numeric,Expression level of gene AC012513.3 in cell type: CD14_Monocyte,7,0,0
AC012557.2_CD14_Monocyte,numeric,Expression level of gene AC012557.2 in cell type: CD14_Monocyte,4,0,0
AC012569.1_CD14_Monocyte,numeric,Expression level of gene AC012569.1 in cell type: CD14_Monocyte,8,0,0
AC012615.1_CD14_Monocyte,numeric,Expression level of gene AC012615.1 in cell type: CD14_Monocyte,77,0,0
AC012615.5_CD14_Monocyte,numeric,Expression level of gene AC012615.5 in cell type: CD14_Monocyte,5,0,0
AC012615.6_CD14_Monocyte,numeric,Expression level of gene AC012615.6 in cell type: CD14_Monocyte,3,0,0
AC012618.1_CD14_Monocyte,numeric,Expression level of gene AC012618.1 in cell type: CD14_Monocyte,182,0,0
AC012618.2_CD14_Monocyte,numeric,Expression level of gene AC012618.2 in cell type: CD14_Monocyte,10,0,0
AC012636.1_CD14_Monocyte,numeric,Expression level of gene AC012636.1 in cell type: CD14_Monocyte,7,0,0
AC012640.2_CD14_Monocyte,numeric,Expression level of gene AC012640.2 in cell type: CD14_Monocyte,9,0,0
AC012640.4_CD14_Monocyte,numeric,Expression level of gene AC012640.4 in cell type: CD14_Monocyte,13,0,0
AC012645.3_CD14_Monocyte,numeric,Expression level of gene AC012645.3 in cell type: CD14_Monocyte,32,0,0
AC012651.1_CD14_Monocyte,numeric,Expression level of gene AC012651.1 in cell type: CD14_Monocyte,56,0,0
AC012676.5_CD14_Monocyte,numeric,Expression level of gene AC012676.5 in cell type: CD14_Monocyte,28,0,0
AC013264.1_CD14_Monocyte,numeric,Expression level of gene AC013264.1 in cell type: CD14_Monocyte,31,0,0
AC013356.1_CD14_Monocyte,numeric,Expression level of gene AC013356.1 in cell type: CD14_Monocyte,30,0,0
AC013394.1_CD14_Monocyte,numeric,Expression level of gene AC013394.1 in cell type: CD14_Monocyte,240,0,0
AC013470.3_CD14_Monocyte,numeric,Expression level of gene AC013470.3 in cell type: CD14_Monocyte,44,0,0
AC013489.1_CD14_Monocyte,numeric,Expression level of gene AC013489.1 in cell type: CD14_Monocyte,67,0,0
AC013489.3_CD14_Monocyte,numeric,Expression level of gene AC013489.3 in cell type: CD14_Monocyte,8,0,0
AC013643.2_CD14_Monocyte,numeric,Expression level of gene AC013643.2 in cell type: CD14_Monocyte,14,0,0
AC013717.1_CD14_Monocyte,numeric,Expression level of gene AC013717.1 in cell type: CD14_Monocyte,83,0,0
AC015674.1_CD14_Monocyte,numeric,Expression level of gene AC015674.1 in cell type: CD14_Monocyte,29,0,0
AC015688.4_CD14_Monocyte,numeric,Expression level of gene AC015688.4 in cell type: CD14_Monocyte,23,0,0
AC015726.1_CD14_Monocyte,numeric,Expression level of gene AC015726.1 in cell type: CD14_Monocyte,14,0,0
AC015727.1_CD14_Monocyte,numeric,Expression level of gene AC015727.1 in cell type: CD14_Monocyte,9,0,0
AC015795.1_CD14_Monocyte,numeric,Expression level of gene AC015795.1 in cell type: CD14_Monocyte,4,0,0
AC015799.1_CD14_Monocyte,numeric,Expression level of gene AC015799.1 in cell type: CD14_Monocyte,16,0,0
AC015802.6_CD14_Monocyte,numeric,Expression level of gene AC015802.6 in cell type: CD14_Monocyte,69,0,0
AC015813.1_CD14_Monocyte,numeric,Expression level of gene AC015813.1 in cell type: CD14_Monocyte,40,0,0
AC015813.2_CD14_Monocyte,numeric,Expression level of gene AC015813.2 in cell type: CD14_Monocyte,129,0,0
AC015813.5_CD14_Monocyte,numeric,Expression level of gene AC015813.5 in cell type: CD14_Monocyte,7,0,0
AC015813.6_CD14_Monocyte,numeric,Expression level of gene AC015813.6 in cell type: CD14_Monocyte,20,0,0
AC015819.1_CD14_Monocyte,numeric,Expression level of gene AC015819.1 in cell type: CD14_Monocyte,8,0,0
AC015849.1_CD14_Monocyte,numeric,Expression level of gene AC015849.1 in cell type: CD14_Monocyte,134,0,0
AC015849.3_CD14_Monocyte,numeric,Expression level of gene AC015849.3 in cell type: CD14_Monocyte,34,0,0
AC015849.4_CD14_Monocyte,numeric,Expression level of gene AC015849.4 in cell type: CD14_Monocyte,57,0,0
AC015849.6_CD14_Monocyte,numeric,Expression level of gene AC015849.6 in cell type: CD14_Monocyte,17,0,0
AC015871.1_CD14_Monocyte,numeric,Expression level of gene AC015871.1 in cell type: CD14_Monocyte,57,0,0
AC015871.4_CD14_Monocyte,numeric,Expression level of gene AC015871.4 in cell type: CD14_Monocyte,28,0,0
AC015871.7_CD14_Monocyte,numeric,Expression level of gene AC015871.7 in cell type: CD14_Monocyte,42,0,0
AC015883.1_CD14_Monocyte,numeric,Expression level of gene AC015883.1 in cell type: CD14_Monocyte,14,0,0
AC015911.10_CD14_Monocyte,numeric,Expression level of gene AC015911.10 in cell type: CD14_Monocyte,30,0,0
AC015911.11_CD14_Monocyte,numeric,Expression level of gene AC015911.11 in cell type: CD14_Monocyte,61,0,0
AC015911.3_CD14_Monocyte,numeric,Expression level of gene AC015911.3 in cell type: CD14_Monocyte,6,0,0
AC015911.4_CD14_Monocyte,numeric,Expression level of gene AC015911.4 in cell type: CD14_Monocyte,35,0,0
AC015911.6_CD14_Monocyte,numeric,Expression level of gene AC015911.6 in cell type: CD14_Monocyte,2,0,0
AC015911.7_CD14_Monocyte,numeric,Expression level of gene AC015911.7 in cell type: CD14_Monocyte,8,0,0
AC015911.8_CD14_Monocyte,numeric,Expression level of gene AC015911.8 in cell type: CD14_Monocyte,23,0,0
AC015912.3_CD14_Monocyte,numeric,Expression level of gene AC015912.3 in cell type: CD14_Monocyte,111,0,0
AC015971.1_CD14_Monocyte,numeric,Expression level of gene AC015971.1 in cell type: CD14_Monocyte,15,0,0
AC015982.2_CD14_Monocyte,numeric,Expression level of gene AC015982.2 in cell type: CD14_Monocyte,40,0,0
AC015987.1_CD14_Monocyte,numeric,Expression level of gene AC015987.1 in cell type: CD14_Monocyte,4,0,0
AC016026.1_CD14_Monocyte,numeric,Expression level of gene AC016026.1 in cell type: CD14_Monocyte,19,0,0
AC016027.1_CD14_Monocyte,numeric,Expression level of gene AC016027.1 in cell type: CD14_Monocyte,7,0,0
AC016065.1_CD14_Monocyte,numeric,Expression level of gene AC016065.1 in cell type: CD14_Monocyte,16,0,0
AC016074.2_CD14_Monocyte,numeric,Expression level of gene AC016074.2 in cell type: CD14_Monocyte,30,0,0
AC016355.1_CD14_Monocyte,numeric,Expression level of gene AC016355.1 in cell type: CD14_Monocyte,10,0,0
AC016394.1_CD14_Monocyte,numeric,Expression level of gene AC016394.1 in cell type: CD14_Monocyte,11,0,0
AC016405.1_CD14_Monocyte,numeric,Expression level of gene AC016405.1 in cell type: CD14_Monocyte,21,0,0
AC016405.3_CD14_Monocyte,numeric,Expression level of gene AC016405.3 in cell type: CD14_Monocyte,19,0,0
AC016582.2_CD14_Monocyte,numeric,Expression level of gene AC016582.2 in cell type: CD14_Monocyte,30,0,0
AC016596.1_CD14_Monocyte,numeric,Expression level of gene AC016596.1 in cell type: CD14_Monocyte,11,0,0
AC016629.3_CD14_Monocyte,numeric,Expression level of gene AC016629.3 in cell type: CD14_Monocyte,20,0,0
AC016687.1_CD14_Monocyte,numeric,Expression level of gene AC016687.1 in cell type: CD14_Monocyte,15,0,0
AC016691.1_CD14_Monocyte,numeric,Expression level of gene AC016691.1 in cell type: CD14_Monocyte,5,0,0
AC016700.2_CD14_Monocyte,numeric,Expression level of gene AC016700.2 in cell type: CD14_Monocyte,10,0,0
AC016712.1_CD14_Monocyte,numeric,Expression level of gene AC016712.1 in cell type: CD14_Monocyte,59,0,0
AC016722.2_CD14_Monocyte,numeric,Expression level of gene AC016722.2 in cell type: CD14_Monocyte,10,0,0
AC016727.1_CD14_Monocyte,numeric,Expression level of gene AC016727.1 in cell type: CD14_Monocyte,28,0,0
AC016734.1_CD14_Monocyte,numeric,Expression level of gene AC016734.1 in cell type: CD14_Monocyte,100,0,0
AC016739.1_CD14_Monocyte,numeric,Expression level of gene AC016739.1 in cell type: CD14_Monocyte,308,0,0
AC016747.1_CD14_Monocyte,numeric,Expression level of gene AC016747.1 in cell type: CD14_Monocyte,34,0,0
AC016747.4_CD14_Monocyte,numeric,Expression level of gene AC016747.4 in cell type: CD14_Monocyte,71,0,0
AC016773.1_CD14_Monocyte,numeric,Expression level of gene AC016773.1 in cell type: CD14_Monocyte,6,0,0
AC016831.1_CD14_Monocyte,numeric,Expression level of gene AC016831.1 in cell type: CD14_Monocyte,38,0,0
AC016831.5_CD14_Monocyte,numeric,Expression level of gene AC016831.5 in cell type: CD14_Monocyte,76,0,0
AC016831.7_CD14_Monocyte,numeric,Expression level of gene AC016831.7 in cell type: CD14_Monocyte,106,0,0
AC016876.1_CD14_Monocyte,numeric,Expression level of gene AC016876.1 in cell type: CD14_Monocyte,31,0,0
AC016876.2_CD14_Monocyte,numeric,Expression level of gene AC016876.2 in cell type: CD14_Monocyte,392,0,0
AC016888.1_CD14_Monocyte,numeric,Expression level of gene AC016888.1 in cell type: CD14_Monocyte,11,0,0
AC016949.1_CD14_Monocyte,numeric,Expression level of gene AC016949.1 in cell type: CD14_Monocyte,62,0,0
AC016957.2_CD14_Monocyte,numeric,Expression level of gene AC016957.2 in cell type: CD14_Monocyte,18,0,0
AC017002.3_CD14_Monocyte,numeric,Expression level of gene AC017002.3 in cell type: CD14_Monocyte,2,0,0
AC017002.6_CD14_Monocyte,numeric,Expression level of gene AC017002.6 in cell type: CD14_Monocyte,88,0,0
AC017035.1_CD14_Monocyte,numeric,Expression level of gene AC017035.1 in cell type: CD14_Monocyte,14,0,0
AC017079.2_CD14_Monocyte,numeric,Expression level of gene AC017079.2 in cell type: CD14_Monocyte,9,0,0
AC017083.1_CD14_Monocyte,numeric,Expression level of gene AC017083.1 in cell type: CD14_Monocyte,18,0,0
AC017083.2_CD14_Monocyte,numeric,Expression level of gene AC017083.2 in cell type: CD14_Monocyte,8,0,0
AC017083.3_CD14_Monocyte,numeric,Expression level of gene AC017083.3 in cell type: CD14_Monocyte,47,0,0
AC017099.1_CD14_Monocyte,numeric,Expression level of gene AC017099.1 in cell type: CD14_Monocyte,3,0,0
AC017104.1_CD14_Monocyte,numeric,Expression level of gene AC017104.1 in cell type: CD14_Monocyte,19,0,0
AC017104.6_CD14_Monocyte,numeric,Expression level of gene AC017104.6 in cell type: CD14_Monocyte,3,0,0
AC017116.1_CD14_Monocyte,numeric,Expression level of gene AC017116.1 in cell type: CD14_Monocyte,3,0,0
AC017116.2_CD14_Monocyte,numeric,Expression level of gene AC017116.2 in cell type: CD14_Monocyte,45,0,0
AC018362.1_CD14_Monocyte,numeric,Expression level of gene AC018362.1 in cell type: CD14_Monocyte,43,0,0
AC018362.3_CD14_Monocyte,numeric,Expression level of gene AC018362.3 in cell type: CD14_Monocyte,37,0,0
AC018371.2_CD14_Monocyte,numeric,Expression level of gene AC018371.2 in cell type: CD14_Monocyte,23,0,0
AC018445.4_CD14_Monocyte,numeric,Expression level of gene AC018445.4 in cell type: CD14_Monocyte,22,0,0
AC018450.1_CD14_Monocyte,numeric,Expression level of gene AC018450.1 in cell type: CD14_Monocyte,24,0,0
AC018475.1_CD14_Monocyte,numeric,Expression level of gene AC018475.1 in cell type: CD14_Monocyte,14,0,0
AC018511.2_CD14_Monocyte,numeric,Expression level of gene AC018511.2 in cell type: CD14_Monocyte,9,0,0
AC018512.1_CD14_Monocyte,numeric,Expression level of gene AC018512.1 in cell type: CD14_Monocyte,135,0,0
AC018521.1_CD14_Monocyte,numeric,Expression level of gene AC018521.1 in cell type: CD14_Monocyte,216,0,0
AC018521.4_CD14_Monocyte,numeric,Expression level of gene AC018521.4 in cell type: CD14_Monocyte,24,0,0
AC018521.5_CD14_Monocyte,numeric,Expression level of gene AC018521.5 in cell type: CD14_Monocyte,52,0,0
AC018523.1_CD14_Monocyte,numeric,Expression level of gene AC018523.1 in cell type: CD14_Monocyte,7,0,0
AC018523.2_CD14_Monocyte,numeric,Expression level of gene AC018523.2 in cell type: CD14_Monocyte,83,0,0
AC018529.3_CD14_Monocyte,numeric,Expression level of gene AC018529.3 in cell type: CD14_Monocyte,18,0,0
AC018557.1_CD14_Monocyte,numeric,Expression level of gene AC018557.1 in cell type: CD14_Monocyte,42,0,0
AC018557.2_CD14_Monocyte,numeric,Expression level of gene AC018557.2 in cell type: CD14_Monocyte,6,0,0
AC018628.1_CD14_Monocyte,numeric,Expression level of gene AC018628.1 in cell type: CD14_Monocyte,36,0,0
AC018630.2_CD14_Monocyte,numeric,Expression level of gene AC018630.2 in cell type: CD14_Monocyte,26,0,0
AC018638.5_CD14_Monocyte,numeric,Expression level of gene AC018638.5 in cell type: CD14_Monocyte,20,0,0
AC018638.8_CD14_Monocyte,numeric,Expression level of gene AC018638.8 in cell type: CD14_Monocyte,50,0,0
AC018644.1_CD14_Monocyte,numeric,Expression level of gene AC018644.1 in cell type: CD14_Monocyte,18,0,0
AC018647.2_CD14_Monocyte,numeric,Expression level of gene AC018647.2 in cell type: CD14_Monocyte,28,0,0
AC018682.1_CD14_Monocyte,numeric,Expression level of gene AC018682.1 in cell type: CD14_Monocyte,14,0,0
AC018754.1_CD14_Monocyte,numeric,Expression level of gene AC018754.1 in cell type: CD14_Monocyte,9,0,0
AC018755.4_CD14_Monocyte,numeric,Expression level of gene AC018755.4 in cell type: CD14_Monocyte,109,0,0
AC018761.2_CD14_Monocyte,numeric,Expression level of gene AC018761.2 in cell type: CD14_Monocyte,42,0,0
AC018797.3_CD14_Monocyte,numeric,Expression level of gene AC018797.3 in cell type: CD14_Monocyte,7,0,0
AC018809.1_CD14_Monocyte,numeric,Expression level of gene AC018809.1 in cell type: CD14_Monocyte,4,0,0
AC018809.2_CD14_Monocyte,numeric,Expression level of gene AC018809.2 in cell type: CD14_Monocyte,7,0,0
AC018816.1_CD14_Monocyte,numeric,Expression level of gene AC018816.1 in cell type: CD14_Monocyte,15,0,0
AC018868.1_CD14_Monocyte,numeric,Expression level of gene AC018868.1 in cell type: CD14_Monocyte,25,0,0
AC018926.2_CD14_Monocyte,numeric,Expression level of gene AC018926.2 in cell type: CD14_Monocyte,19,0,0
AC019080.1_CD14_Monocyte,numeric,Expression level of gene AC019080.1 in cell type: CD14_Monocyte,18,0,0
AC019117.3_CD14_Monocyte,numeric,Expression level of gene AC019117.3 in cell type: CD14_Monocyte,80,0,0
AC019129.1_CD14_Monocyte,numeric,Expression level of gene AC019129.1 in cell type: CD14_Monocyte,71,0,0
AC019131.2_CD14_Monocyte,numeric,Expression level of gene AC019131.2 in cell type: CD14_Monocyte,9,0,0
AC019205.1_CD14_Monocyte,numeric,Expression level of gene AC019205.1 in cell type: CD14_Monocyte,19,0,0
AC019257.1_CD14_Monocyte,numeric,Expression level of gene AC019257.1 in cell type: CD14_Monocyte,1,0,0
AC019257.8_CD14_Monocyte,numeric,Expression level of gene AC019257.8 in cell type: CD14_Monocyte,14,0,0
AC020656.1_CD14_Monocyte,numeric,Expression level of gene AC020656.1 in cell type: CD14_Monocyte,138,0,0
AC020658.5_CD14_Monocyte,numeric,Expression level of gene AC020658.5 in cell type: CD14_Monocyte,35,0,0
AC020659.1_CD14_Monocyte,numeric,Expression level of gene AC020659.1 in cell type: CD14_Monocyte,33,0,0
AC020663.3_CD14_Monocyte,numeric,Expression level of gene AC020663.3 in cell type: CD14_Monocyte,21,0,0
AC020688.1_CD14_Monocyte,numeric,Expression level of gene AC020688.1 in cell type: CD14_Monocyte,35,0,0
AC020741.1_CD14_Monocyte,numeric,Expression level of gene AC020741.1 in cell type: CD14_Monocyte,9,0,0
AC020765.2_CD14_Monocyte,numeric,Expression level of gene AC020765.2 in cell type: CD14_Monocyte,30,0,0
AC020898.1_CD14_Monocyte,numeric,Expression level of gene AC020898.1 in cell type: CD14_Monocyte,65,0,0
AC020899.1_CD14_Monocyte,numeric,Expression level of gene AC020899.1 in cell type: CD14_Monocyte,14,0,0
AC020900.1_CD14_Monocyte,numeric,Expression level of gene AC020900.1 in cell type: CD14_Monocyte,31,0,0
AC020907.2_CD14_Monocyte,numeric,Expression level of gene AC020907.2 in cell type: CD14_Monocyte,10,0,0
AC020907.4_CD14_Monocyte,numeric,Expression level of gene AC020907.4 in cell type: CD14_Monocyte,14,0,0
AC020909.1_CD14_Monocyte,numeric,Expression level of gene AC020909.1 in cell type: CD14_Monocyte,53,0,0
AC020909.3_CD14_Monocyte,numeric,Expression level of gene AC020909.3 in cell type: CD14_Monocyte,18,0,0
AC020910.5_CD14_Monocyte,numeric,Expression level of gene AC020910.5 in cell type: CD14_Monocyte,18,0,0
AC020911.2_CD14_Monocyte,numeric,Expression level of gene AC020911.2 in cell type: CD14_Monocyte,60,0,0
AC020913.1_CD14_Monocyte,numeric,Expression level of gene AC020913.1 in cell type: CD14_Monocyte,26,0,0
AC020915.2_CD14_Monocyte,numeric,Expression level of gene AC020915.2 in cell type: CD14_Monocyte,47,0,0
AC020915.4_CD14_Monocyte,numeric,Expression level of gene AC020915.4 in cell type: CD14_Monocyte,106,0,0
AC020916.1_CD14_Monocyte,numeric,Expression level of gene AC020916.1 in cell type: CD14_Monocyte,295,0,0
AC020917.1_CD14_Monocyte,numeric,Expression level of gene AC020917.1 in cell type: CD14_Monocyte,9,0,0
AC020917.4_CD14_Monocyte,numeric,Expression level of gene AC020917.4 in cell type: CD14_Monocyte,25,0,0
AC020931.1_CD14_Monocyte,numeric,Expression level of gene AC020931.1 in cell type: CD14_Monocyte,3,0,0
AC020951.1_CD14_Monocyte,numeric,Expression level of gene AC020951.1 in cell type: CD14_Monocyte,20,0,0
AC020978.5_CD14_Monocyte,numeric,Expression level of gene AC020978.5 in cell type: CD14_Monocyte,102,0,0
AC020978.7_CD14_Monocyte,numeric,Expression level of gene AC020978.7 in cell type: CD14_Monocyte,174,0,0
AC020978.9_CD14_Monocyte,numeric,Expression level of gene AC020978.9 in cell type: CD14_Monocyte,27,0,0
AC021016.1_CD14_Monocyte,numeric,Expression level of gene AC021016.1 in cell type: CD14_Monocyte,15,0,0
AC021016.2_CD14_Monocyte,numeric,Expression level of gene AC021016.2 in cell type: CD14_Monocyte,29,0,0
AC021016.3_CD14_Monocyte,numeric,Expression level of gene AC021016.3 in cell type: CD14_Monocyte,13,0,0
AC021028.1_CD14_Monocyte,numeric,Expression level of gene AC021028.1 in cell type: CD14_Monocyte,3,0,0
AC021054.1_CD14_Monocyte,numeric,Expression level of gene AC021054.1 in cell type: CD14_Monocyte,52,0,0
AC021074.1_CD14_Monocyte,numeric,Expression level of gene AC021074.1 in cell type: CD14_Monocyte,133,0,0
AC021078.1_CD14_Monocyte,numeric,Expression level of gene AC021078.1 in cell type: CD14_Monocyte,243,0,0
AC021087.2_CD14_Monocyte,numeric,Expression level of gene AC021087.2 in cell type: CD14_Monocyte,12,0,0
AC021087.3_CD14_Monocyte,numeric,Expression level of gene AC021087.3 in cell type: CD14_Monocyte,5,0,0
AC021087.5_CD14_Monocyte,numeric,Expression level of gene AC021087.5 in cell type: CD14_Monocyte,187,0,0
AC021092.1_CD14_Monocyte,numeric,Expression level of gene AC021092.1 in cell type: CD14_Monocyte,5,0,0
AC021097.1_CD14_Monocyte,numeric,Expression level of gene AC021097.1 in cell type: CD14_Monocyte,10,0,0
AC021097.2_CD14_Monocyte,numeric,Expression level of gene AC021097.2 in cell type: CD14_Monocyte,20,0,0
AC021188.1_CD14_Monocyte,numeric,Expression level of gene AC021188.1 in cell type: CD14_Monocyte,8,0,0
AC021231.2_CD14_Monocyte,numeric,Expression level of gene AC021231.2 in cell type: CD14_Monocyte,110,0,0
AC021242.3_CD14_Monocyte,numeric,Expression level of gene AC021242.3 in cell type: CD14_Monocyte,16,0,0
AC021660.3_CD14_Monocyte,numeric,Expression level of gene AC021660.3 in cell type: CD14_Monocyte,20,0,0
AC021683.5_CD14_Monocyte,numeric,Expression level of gene AC021683.5 in cell type: CD14_Monocyte,7,0,0
AC021739.2_CD14_Monocyte,numeric,Expression level of gene AC021739.2 in cell type: CD14_Monocyte,21,0,0
AC021739.4_CD14_Monocyte,numeric,Expression level of gene AC021739.4 in cell type: CD14_Monocyte,30,0,0
AC021752.1_CD14_Monocyte,numeric,Expression level of gene AC021752.1 in cell type: CD14_Monocyte,5,0,0
AC021851.1_CD14_Monocyte,numeric,Expression level of gene AC021851.1 in cell type: CD14_Monocyte,2,0,0
AC022007.1_CD14_Monocyte,numeric,Expression level of gene AC022007.1 in cell type: CD14_Monocyte,15,0,0
AC022034.2_CD14_Monocyte,numeric,Expression level of gene AC022034.2 in cell type: CD14_Monocyte,15,0,0
AC022075.1_CD14_Monocyte,numeric,Expression level of gene AC022075.1 in cell type: CD14_Monocyte,81,0,0
AC022087.1_CD14_Monocyte,numeric,Expression level of gene AC022087.1 in cell type: CD14_Monocyte,10,0,0
AC022098.1_CD14_Monocyte,numeric,Expression level of gene AC022098.1 in cell type: CD14_Monocyte,67,0,0
AC022098.4_CD14_Monocyte,numeric,Expression level of gene AC022098.4 in cell type: CD14_Monocyte,5,0,0
AC022107.1_CD14_Monocyte,numeric,Expression level of gene AC022107.1 in cell type: CD14_Monocyte,14,0,0
AC022137.3_CD14_Monocyte,numeric,Expression level of gene AC022137.3 in cell type: CD14_Monocyte,35,0,0
AC022137.4_CD14_Monocyte,numeric,Expression level of gene AC022137.4 in cell type: CD14_Monocyte,6,0,0
AC022149.1_CD14_Monocyte,numeric,Expression level of gene AC022149.1 in cell type: CD14_Monocyte,49,0,0
AC022150.2_CD14_Monocyte,numeric,Expression level of gene AC022150.2 in cell type: CD14_Monocyte,11,0,0
AC022150.4_CD14_Monocyte,numeric,Expression level of gene AC022150.4 in cell type: CD14_Monocyte,15,0,0
AC022167.2_CD14_Monocyte,numeric,Expression level of gene AC022167.2 in cell type: CD14_Monocyte,73,0,0
AC022167.3_CD14_Monocyte,numeric,Expression level of gene AC022167.3 in cell type: CD14_Monocyte,7,0,0
AC022182.2_CD14_Monocyte,numeric,Expression level of gene AC022182.2 in cell type: CD14_Monocyte,29,0,0
AC022182.3_CD14_Monocyte,numeric,Expression level of gene AC022182.3 in cell type: CD14_Monocyte,24,0,0
AC022210.1_CD14_Monocyte,numeric,Expression level of gene AC022210.1 in cell type: CD14_Monocyte,64,0,0
AC022210.2_CD14_Monocyte,numeric,Expression level of gene AC022210.2 in cell type: CD14_Monocyte,5,0,0
AC022211.2_CD14_Monocyte,numeric,Expression level of gene AC022211.2 in cell type: CD14_Monocyte,5,0,0
AC022211.4_CD14_Monocyte,numeric,Expression level of gene AC022211.4 in cell type: CD14_Monocyte,20,0,0
AC022217.3_CD14_Monocyte,numeric,Expression level of gene AC022217.3 in cell type: CD14_Monocyte,76,0,0
AC022306.1_CD14_Monocyte,numeric,Expression level of gene AC022306.1 in cell type: CD14_Monocyte,22,0,0
AC022306.2_CD14_Monocyte,numeric,Expression level of gene AC022306.2 in cell type: CD14_Monocyte,3,0,0
AC022364.1_CD14_Monocyte,numeric,Expression level of gene AC022364.1 in cell type: CD14_Monocyte,2,0,0
AC022382.1_CD14_Monocyte,numeric,Expression level of gene AC022382.1 in cell type: CD14_Monocyte,8,0,0
AC022384.1_CD14_Monocyte,numeric,Expression level of gene AC022384.1 in cell type: CD14_Monocyte,44,0,0
AC022400.4_CD14_Monocyte,numeric,Expression level of gene AC022400.4 in cell type: CD14_Monocyte,7,0,0
AC022400.5_CD14_Monocyte,numeric,Expression level of gene AC022400.5 in cell type: CD14_Monocyte,114,0,0
AC022400.6_CD14_Monocyte,numeric,Expression level of gene AC022400.6 in cell type: CD14_Monocyte,88,0,0
AC022400.7_CD14_Monocyte,numeric,Expression level of gene AC022400.7 in cell type: CD14_Monocyte,43,0,0
AC022413.1_CD14_Monocyte,numeric,Expression level of gene AC022413.1 in cell type: CD14_Monocyte,20,0,0
AC022415.2_CD14_Monocyte,numeric,Expression level of gene AC022415.2 in cell type: CD14_Monocyte,24,0,0
AC022494.1_CD14_Monocyte,numeric,Expression level of gene AC022494.1 in cell type: CD14_Monocyte,11,0,0
AC022506.1_CD14_Monocyte,numeric,Expression level of gene AC022506.1 in cell type: CD14_Monocyte,17,0,0
AC022506.2_CD14_Monocyte,numeric,Expression level of gene AC022506.2 in cell type: CD14_Monocyte,6,0,0
AC022532.1_CD14_Monocyte,numeric,Expression level of gene AC022532.1 in cell type: CD14_Monocyte,6,0,0
AC022558.1_CD14_Monocyte,numeric,Expression level of gene AC022558.1 in cell type: CD14_Monocyte,6,0,0
AC022558.2_CD14_Monocyte,numeric,Expression level of gene AC022558.2 in cell type: CD14_Monocyte,16,0,0
AC022706.1_CD14_Monocyte,numeric,Expression level of gene AC022706.1 in cell type: CD14_Monocyte,33,0,0
AC022795.1_CD14_Monocyte,numeric,Expression level of gene AC022795.1 in cell type: CD14_Monocyte,13,0,0
AC022826.2_CD14_Monocyte,numeric,Expression level of gene AC022826.2 in cell type: CD14_Monocyte,41,0,0
AC022868.1_CD14_Monocyte,numeric,Expression level of gene AC022868.1 in cell type: CD14_Monocyte,7,0,0
AC022893.1_CD14_Monocyte,numeric,Expression level of gene AC022893.1 in cell type: CD14_Monocyte,2,0,0
AC022916.1_CD14_Monocyte,numeric,Expression level of gene AC022916.1 in cell type: CD14_Monocyte,13,0,0
AC022960.1_CD14_Monocyte,numeric,Expression level of gene AC022960.1 in cell type: CD14_Monocyte,6,0,0
AC022966.2_CD14_Monocyte,numeric,Expression level of gene AC022966.2 in cell type: CD14_Monocyte,9,0,0
AC022968.1_CD14_Monocyte,numeric,Expression level of gene AC022968.1 in cell type: CD14_Monocyte,18,0,0
AC023051.1_CD14_Monocyte,numeric,Expression level of gene AC023051.1 in cell type: CD14_Monocyte,5,0,0
AC023055.1_CD14_Monocyte,numeric,Expression level of gene AC023055.1 in cell type: CD14_Monocyte,199,0,0
AC023090.2_CD14_Monocyte,numeric,Expression level of gene AC023090.2 in cell type: CD14_Monocyte,24,0,0
AC023157.1_CD14_Monocyte,numeric,Expression level of gene AC023157.1 in cell type: CD14_Monocyte,108,0,0
AC023157.3_CD14_Monocyte,numeric,Expression level of gene AC023157.3 in cell type: CD14_Monocyte,73,0,0
AC023161.2_CD14_Monocyte,numeric,Expression level of gene AC023161.2 in cell type: CD14_Monocyte,14,0,0
AC023232.1_CD14_Monocyte,numeric,Expression level of gene AC023232.1 in cell type: CD14_Monocyte,55,0,0
AC023355.1_CD14_Monocyte,numeric,Expression level of gene AC023355.1 in cell type: CD14_Monocyte,24,0,0
AC023421.2_CD14_Monocyte,numeric,Expression level of gene AC023421.2 in cell type: CD14_Monocyte,3,0,0
AC023424.2_CD14_Monocyte,numeric,Expression level of gene AC023424.2 in cell type: CD14_Monocyte,13,0,0
AC023449.2_CD14_Monocyte,numeric,Expression level of gene AC023449.2 in cell type: CD14_Monocyte,12,0,0
AC023509.1_CD14_Monocyte,numeric,Expression level of gene AC023509.1 in cell type: CD14_Monocyte,186,0,0
